jobtitle,scale_e,scale_n,scale_t,scale_j,satisfied
Administrator of the trading floor,26,6,27,30,1
Administrator of the trading floor,25,15,28,22,0
Administrator of the trading floor,15,3,16,28,1
Administrator of the trading floor,26,17,12,8,1
Administrator of the trading floor,33,16,13,13,0
Administrator of the trading floor,17,6,19,24,0
Administrator of the trading floor,18,10,14,24,1
Administrator of the trading floor,18,9,21,18,1
Administrator of the trading floor,26,8,29,29,1
Administrator of the trading floor,27,5,25,19,0
Administrator of the trading floor,30,14,17,25,1
Administrator of the trading floor,28,18,24,7,0
Administrator of the trading floor,28,12,25,23,1
Administrator of the trading floor,16,10,18,20,1
Administrator of the trading floor,21,10,20,28,1
Administrator of the trading floor,27,14,18,27,0
Administrator of the trading floor,27,3,29,24,1
Administrator of the trading floor,11,9,33,20,0
Administrator of the trading floor,6,5,26,29,0
Administrator of the trading floor,28,7,19,28,1
Administrator of the trading floor,23,10,24,26,1
Administrator of the trading floor,19,15,15,14,0
Administrator of the trading floor,14,19,21,15,0
Administrator of the trading floor,17,15,22,7,1
Administrator of the trading floor,26,16,13,21,0
Administrator of the trading floor,21,15,23,19,1
Administrator of the trading floor,11,18,25,19,0
Administrator of the trading floor,25,18,17,12,0
Administrator of the trading floor,25,22,12,18,1
Administrator of the trading floor,27,8,24,28,1
Analyst,21,17,14,24,1
Analyst,19,25,17,16,1
Analyst,14,6,24,25,1
Analyst,22,17,19,15,1
Analyst,23,18,17,13,0
Analyst,26,30,15,5,0
Analyst,17,24,29,21,1
Analyst,6,14,25,24,1
Analyst,22,23,13,5,0
Analyst,25,10,27,28,1
Analyst,29,7,24,20,1
Analyst,29,20,14,21,0
Analyst,29,10,28,29,1
Analyst,19,10,19,31,1
Analyst,26,14,18,25,1
Analyst,13,11,18,18,0
Analyst,13,9,32,31,0
Analyst,12,20,21,16,0
Analyst,18,11,23,26,1
Analyst,11,10,23,26,1
Analyst,12,12,30,32,0
Analyst,18,10,30,28,0
Analyst,12,11,28,26,1
Analyst,13,13,27,12,1
Analyst,1,5,0,4,0
Analyst,15,24,14,14,1
Analyst,10,13,33,31,1
Analyst,14,12,28,19,1
Analyst,17,25,7,9,0
Analyst,19,10,25,25,1
Analyst,16,28,9,3,0
Analyst,25,11,16,21,1
Analyst,21,10,20,19,1
Analyst,14,17,14,22,0
Analyst,23,14,24,15,0
Analyst,23,7,30,34,1
Analyst,15,16,19,24,0
Analyst,14,10,32,18,1
Analyst,20,10,16,22,0
Analyst,25,17,27,28,1
Analyst,21,11,26,24,0
Analyst,11,15,11,21,1
Analyst,21,11,15,20,1
Analyst,11,11,14,12,0
Analyst,26,13,29,29,1
Analyst,16,21,25,19,0
Analyst,13,16,25,17,1
Analyst,23,8,26,31,1
Analyst,21,18,17,20,1
Analyst,22,6,16,33,0
Analyst,20,16,28,25,0
Analyst,5,10,30,33,0
Analyst,23,24,15,15,1
Analyst,23,29,18,9,0
Analyst,32,15,28,25,1
Analyst,14,12,15,26,1
Analyst,20,28,18,11,1
Analyst,10,17,5,16,1
Analyst,22,17,27,24,1
Analyst,10,12,27,21,0
Analyst,18,13,23,31,1
Analyst,22,6,16,21,1
Analyst,8,7,20,28,1
Analyst,13,7,27,32,1
Analyst,20,12,22,22,1
Analyst,15,19,26,20,0
Analyst,26,29,24,10,1
Analyst,23,19,28,18,0
Analyst,23,11,25,26,1
Analyst,22,24,20,18,1
Analyst,27,24,22,15,1
Analyst,25,13,27,29,1
Analyst,18,21,29,32,1
Analyst,18,18,5,14,0
Analyst,15,16,19,15,1
Analyst,19,14,22,25,1
Analyst,21,16,21,21,0
Analyst,17,12,29,20,1
Analyst,16,13,17,24,0
Analyst,20,19,21,10,1
Analyst,29,10,23,27,0
Analyst,20,13,26,20,0
Analyst,21,20,19,14,1
Analyst,4,6,27,29,0
Analyst,13,22,19,17,1
Analyst,19,6,22,33,1
Analyst,12,9,32,21,1
Analyst,20,18,18,21,1
Analyst,17,17,13,24,1
Analyst,11,4,19,26,1
Analyst,23,17,15,21,1
Analyst,32,11,30,27,1
Analyst,17,16,22,5,0
Analyst,26,14,15,13,1
Analyst,18,20,22,21,0
Analyst,19,9,30,29,1
Analyst,6,33,32,26,1
Analyst,20,26,15,26,1
Analyst,8,19,22,30,0
Analyst,20,8,22,18,1
Analyst,20,10,32,18,1
Analyst,25,8,29,29,1
Analyst,20,16,20,30,1
Analyst,25,12,26,25,1
Analyst,25,22,17,10,0
Analyst,25,23,22,14,1
Analyst,9,18,25,7,1
Analyst,19,7,29,26,1
Analyst,13,19,5,13,0
Analyst,28,26,22,7,1
Analyst,14,13,30,31,1
Analyst,13,16,24,20,0
Analyst,19,15,16,28,0
Analyst,22,10,29,20,1
Analyst,14,14,13,20,1
Analyst,21,16,26,19,1
Analyst,28,21,13,9,1
Analyst,23,22,9,12,1
Analyst,12,18,9,18,0
Analyst,23,6,10,24,1
Analyst,21,17,24,24,0
Analyst,22,13,22,29,1
Analyst,5,14,21,31,1
Analyst,24,11,29,25,1
Analyst,18,12,29,27,1
Analyst,14,6,31,20,1
Analyst,20,25,22,13,1
Analyst,19,19,25,21,1
Analyst,24,7,34,33,1
Analyst,20,9,16,23,1
Analyst,11,19,13,9,0
Analyst,26,17,20,19,0
Analyst,20,14,23,27,1
Analyst,18,13,19,11,1
Analyst,28,12,10,17,1
Analyst,23,15,15,10,0
Analyst,11,11,24,32,0
Analyst,13,17,26,26,0
Analyst,10,12,12,16,1
Analyst,13,3,11,31,1
Analyst,23,16,9,17,0
Analyst,18,27,28,17,1
Analyst,17,16,17,21,1
Analyst,17,20,14,14,0
Analyst,20,19,31,17,0
Analyst,28,23,13,20,1
Analyst,11,27,2,9,0
Analyst,22,14,21,6,0
Analyst,23,11,21,22,1
Analyst,24,11,24,26,1
Analyst,21,12,25,26,1
Analyst,27,11,19,23,0
Analyst,15,5,29,26,1
Analyst,20,18,22,23,0
Analyst,17,25,28,15,1
Analyst,16,17,15,14,1
Analyst,19,16,16,23,0
Analyst,6,5,16,19,0
Analyst,22,14,20,28,1
Analyst,15,11,28,20,0
Analyst,18,14,27,26,1
Analyst,27,12,19,20,1
Analyst,19,17,7,14,0
Analyst,17,14,28,15,1
Analyst,24,21,25,8,0
Analyst,29,7,14,26,1
Analyst,14,15,16,27,0
Analyst,24,14,24,15,0
Analyst,25,8,29,20,0
Analyst,12,8,25,21,0
Analyst,20,14,14,18,1
Analyst,20,8,26,27,1
Analyst,13,18,29,22,1
Analyst,27,27,19,22,1
Analyst,26,10,26,11,0
Analyst,25,21,24,3,0
Analyst,17,14,26,10,1
Analyst,12,12,15,19,1
Analyst,20,21,28,22,1
Analyst,11,11,22,20,0
Analyst,13,15,12,22,1
Analyst,20,17,19,16,1
Analyst,11,17,21,23,0
Analyst,15,14,13,19,1
Analyst,25,8,30,31,1
Analyst,24,12,19,16,0
Analyst,25,5,22,33,0
Analyst,30,18,21,24,1
Analyst,19,5,33,32,1
Analyst,17,13,26,22,0
Analyst,12,18,10,10,0
Analyst,22,9,22,26,1
Analyst,13,12,25,26,1
Analyst,10,19,9,7,0
Analyst,32,18,21,16,0
Analyst,20,15,17,23,1
Analyst,20,5,30,31,0
Analyst,15,9,16,30,0
Analyst,15,13,27,31,1
Analyst,24,15,25,19,0
Analyst,15,12,24,26,1
Analyst,19,15,19,24,1
Analyst,19,19,23,29,1
Analyst,26,26,21,15,0
Analyst,15,13,23,29,1
System administrator,13,14,27,17,1
System administrator,12,21,19,13,1
System administrator,28,21,29,24,1
System administrator,17,22,19,22,1
System administrator,15,13,23,23,0
System administrator,18,17,16,19,1
System administrator,15,9,23,23,1
System administrator,25,16,22,19,1
System administrator,20,20,12,18,1
System administrator,27,9,29,25,1
System administrator,20,21,21,26,0
System administrator,28,6,27,21,1
System administrator,15,16,16,25,1
System administrator,15,24,12,10,0
System administrator,21,8,27,30,1
System administrator,19,17,31,24,1
System administrator,27,21,11,18,1
System administrator,27,11,13,28,1
System administrator,10,16,28,26,1
System administrator,24,24,14,25,1
System administrator,27,12,28,29,1
System administrator,20,22,26,14,1
System administrator,11,28,7,14,1
System administrator,13,5,25,29,1
System administrator,22,9,29,25,0
System administrator,19,8,30,28,1
System administrator,3,19,30,13,1
System administrator,16,31,15,20,1
System administrator,13,20,20,19,0
System administrator,13,21,26,25,1
System administrator,21,23,21,12,1
System administrator,14,8,24,27,0
System administrator,25,6,30,29,1
System administrator,24,13,14,28,1
System administrator,10,30,20,9,1
System administrator,24,16,32,11,1
System administrator,20,29,25,8,1
System administrator,23,13,18,13,1
System administrator,14,12,15,21,0
System administrator,12,18,24,16,1
Foreman (manufacturing),19,5,18,18,1
Foreman (manufacturing),12,16,28,23,1
Foreman (manufacturing),23,12,32,16,1
Foreman (manufacturing),11,10,22,24,0
Foreman (manufacturing),23,23,18,17,1
Foreman (manufacturing),28,12,24,31,1
Foreman (manufacturing),10,18,27,15,1
Foreman (manufacturing),25,10,28,27,0
Foreman (manufacturing),15,7,31,31,0
Foreman (manufacturing),32,21,23,18,1
Foreman (manufacturing),22,4,28,27,1
Foreman (manufacturing),24,6,22,19,1
Foreman (manufacturing),19,14,18,22,0
Foreman (manufacturing),17,8,22,31,1
Foreman (manufacturing),19,4,25,26,1
Foreman (manufacturing),28,15,14,18,1
Foreman (manufacturing),23,6,28,27,1
Foreman (manufacturing),15,17,21,26,1
Foreman (manufacturing),18,15,20,22,0
Foreman (manufacturing),21,15,23,31,1
Foreman (manufacturing),8,11,33,31,1
Foreman (manufacturing),27,13,15,28,1
Foreman (manufacturing),20,9,15,18,0
Foreman (manufacturing),27,10,26,25,1
Foreman (manufacturing),21,18,27,26,1
Foreman (manufacturing),23,9,27,31,1
Foreman (manufacturing),22,15,13,19,1
Foreman (manufacturing),25,9,26,31,0
Foreman (manufacturing),11,8,25,26,1
Foreman (manufacturing),21,5,22,31,1
Foreman (manufacturing),16,17,17,25,0
Foreman (manufacturing),22,15,18,27,1
Foreman (manufacturing),6,11,32,18,1
Foreman (manufacturing),26,7,29,27,1
Foreman (manufacturing),17,7,21,21,0
Foreman (manufacturing),15,5,30,27,1
Foreman (manufacturing),18,9,30,19,1
Foreman (manufacturing),18,8,25,18,1
Foreman (manufacturing),31,11,28,26,1
Foreman (manufacturing),14,5,20,26,1
Foreman (manufacturing),23,4,26,27,1
Foreman (manufacturing),26,6,26,29,1
Foreman (manufacturing),30,10,21,24,1
Foreman (manufacturing),9,7,22,16,0
Foreman (manufacturing),19,16,23,22,0
Foreman (manufacturing),11,12,21,32,1
Foreman (manufacturing),25,6,24,28,0
Foreman (manufacturing),26,16,26,15,1
Foreman (manufacturing),24,7,24,29,1
Foreman (manufacturing),17,17,22,19,1
Foreman (manufacturing),21,15,27,30,1
Foreman (manufacturing),10,3,27,25,1
Foreman (manufacturing),15,7,19,23,1
Foreman (manufacturing),14,13,19,23,0
Foreman (manufacturing),28,17,28,27,1
Foreman (manufacturing),19,13,28,30,1
Foreman (manufacturing),18,22,15,22,0
Foreman (manufacturing),12,7,27,34,1
Foreman (manufacturing),17,19,17,16,0
Foreman (manufacturing),27,18,16,10,0
Foreman (manufacturing),21,21,17,17,1
Foreman (manufacturing),12,10,22,25,0
Foreman (manufacturing),15,13,22,28,1
Foreman (manufacturing),15,18,28,16,0
Foreman (manufacturing),21,9,26,23,1
Foreman (manufacturing),21,18,24,18,0
Foreman (manufacturing),17,9,26,19,1
Foreman (manufacturing),21,8,22,17,1
Foreman (manufacturing),28,8,25,28,1
Foreman (manufacturing),19,7,15,30,1
Foreman (manufacturing),16,9,21,30,1
Foreman (manufacturing),31,19,20,23,0
Foreman (manufacturing),1,4,32,31,1
Foreman (manufacturing),19,12,27,15,0
Foreman (manufacturing),18,7,32,29,0
Foreman (manufacturing),16,5,26,24,0
Foreman (manufacturing),15,13,17,27,0
Foreman (manufacturing),26,13,26,24,1
Foreman (manufacturing),17,11,26,24,1
Foreman (manufacturing),21,15,27,27,1
Foreman (manufacturing),15,14,20,17,1
Foreman (manufacturing),13,13,21,10,0
Foreman (manufacturing),18,12,24,25,1
Foreman (manufacturing),15,13,23,18,1
Foreman (manufacturing),19,14,28,26,1
Foreman (manufacturing),26,6,27,23,0
Foreman (manufacturing),17,18,13,14,1
Foreman (manufacturing),22,9,26,27,1
Foreman (manufacturing),33,21,17,18,1
Foreman (manufacturing),22,16,20,12,1
Foreman (manufacturing),30,16,32,18,1
Foreman (manufacturing),25,26,22,17,1
Foreman (manufacturing),25,8,24,17,1
Foreman (manufacturing),29,18,22,15,1
Foreman (manufacturing),19,20,14,9,1
Foreman (manufacturing),23,15,23,25,0
Foreman (manufacturing),26,10,23,27,1
Foreman (manufacturing),19,2,24,32,1
Foreman (manufacturing),27,9,24,27,1
Foreman (manufacturing),25,11,20,13,1
Foreman (manufacturing),16,8,24,18,1
Foreman (manufacturing),9,10,30,34,0
Foreman (manufacturing),19,14,33,27,1
Foreman (manufacturing),20,7,17,24,1
Foreman (manufacturing),13,1,23,29,1
Foreman (manufacturing),29,12,24,20,0
Foreman (manufacturing),22,11,27,30,1
Foreman (manufacturing),8,19,20,26,1
Foreman (manufacturing),20,14,33,20,1
Foreman (manufacturing),20,17,31,19,1
Foreman (manufacturing),24,15,26,32,1
Foreman (manufacturing),10,11,16,11,0
Foreman (manufacturing),27,5,26,28,0
Foreman (manufacturing),25,19,14,3,1
Foreman (manufacturing),12,9,14,20,1
Foreman (manufacturing),24,23,14,8,1
Foreman (manufacturing),27,6,24,32,1
Foreman (manufacturing),22,9,28,28,1
Foreman (manufacturing),10,5,31,32,1
Foreman (manufacturing),28,4,28,31,0
Foreman (manufacturing),30,20,25,21,0
Foreman (manufacturing),24,9,17,28,0
Foreman (manufacturing),13,14,20,12,0
Foreman (manufacturing),28,15,28,23,1
Foreman (manufacturing),18,2,33,33,1
Foreman (manufacturing),7,28,28,7,0
Foreman (manufacturing),28,14,21,20,1
Foreman (manufacturing),21,11,22,21,1
Foreman (manufacturing),27,6,26,21,1
Foreman (manufacturing),27,13,23,24,1
Foreman (manufacturing),13,19,21,20,0
Foreman (manufacturing),9,14,20,31,1
Foreman (manufacturing),13,6,21,27,1
Foreman (manufacturing),18,18,27,25,0
Foreman (manufacturing),16,6,17,28,1
Foreman (manufacturing),20,16,24,26,1
Foreman (manufacturing),24,16,26,27,1
Foreman (manufacturing),16,3,20,34,0
Foreman (manufacturing),11,14,31,20,1
Foreman (manufacturing),30,21,14,14,0
Foreman (manufacturing),25,14,30,23,0
Foreman (manufacturing),24,15,15,18,1
Foreman (manufacturing),18,17,23,9,0
Foreman (manufacturing),25,24,22,21,1
Foreman (manufacturing),14,15,10,17,1
Foreman (manufacturing),10,20,13,15,0
Foreman (manufacturing),12,17,22,16,1
Foreman (manufacturing),14,13,18,24,1
Foreman (manufacturing),10,14,21,19,0
Foreman (manufacturing),26,17,16,7,0
Foreman (manufacturing),11,20,15,20,0
Foreman (manufacturing),12,10,18,21,0
Foreman (manufacturing),24,17,13,26,1
Foreman (manufacturing),17,11,24,14,1
Foreman (manufacturing),28,25,8,20,0
Foreman (manufacturing),23,10,27,28,1
Foreman (manufacturing),9,14,29,14,1
Foreman (manufacturing),3,5,13,29,0
Foreman (manufacturing),16,14,28,24,1
Foreman (manufacturing),29,14,28,30,1
Foreman (manufacturing),22,10,23,20,1
Foreman (manufacturing),24,13,28,29,1
Foreman (manufacturing),5,21,15,2,0
Foreman (manufacturing),27,10,19,29,1
Foreman (manufacturing),14,2,29,31,1
Foreman (manufacturing),18,12,9,29,1
Foreman (manufacturing),19,12,20,28,1
Foreman (manufacturing),28,13,29,21,1
Foreman (manufacturing),16,14,22,22,1
Foreman (manufacturing),25,28,16,15,1
Foreman (manufacturing),18,20,26,17,0
Foreman (manufacturing),13,2,30,29,1
Foreman (manufacturing),31,10,31,28,0
Foreman (manufacturing),17,11,30,15,0
Foreman (manufacturing),22,6,20,30,0
Foreman (manufacturing),10,10,28,30,1
Foreman (manufacturing),25,19,27,23,1
Foreman (manufacturing),21,12,28,33,0
Foreman (manufacturing),25,10,26,33,0
Foreman (manufacturing),24,11,33,24,1
Foreman (manufacturing),15,10,23,22,1
Foreman (manufacturing),24,6,27,26,0
Foreman (manufacturing),30,11,23,23,1
Foreman (manufacturing),20,19,19,18,1
Foreman (manufacturing),27,7,31,29,1
Foreman (manufacturing),15,20,18,14,0
Foreman (manufacturing),23,15,23,21,0
Foreman (manufacturing),15,13,18,28,1
Foreman (manufacturing),19,8,26,28,0
Foreman (manufacturing),22,13,22,24,1
Foreman (manufacturing),26,6,24,30,1
Foreman (manufacturing),26,11,22,28,1
Foreman (manufacturing),30,15,30,26,1
Foreman (manufacturing),22,15,20,23,1
Foreman (manufacturing),19,11,26,29,1
Foreman (manufacturing),20,16,22,25,1
Foreman (manufacturing),11,18,19,17,0
Foreman (manufacturing),19,6,20,24,1
Foreman (manufacturing),18,14,30,23,0
Foreman (manufacturing),6,13,31,10,1
Foreman (manufacturing),25,12,28,25,1
Foreman (manufacturing),20,10,29,27,1
Foreman (manufacturing),15,7,25,28,1
Foreman (manufacturing),19,12,30,22,0
Brand manager,26,17,12,10,1
Brand manager,26,6,26,30,1
Brand manager,28,25,14,9,0
Brand manager,10,13,20,15,1
Brand manager,21,10,29,30,1
Brand manager,8,17,10,24,0
Brand manager,10,7,32,23,1
Brand manager,25,16,31,33,1
Brand manager,14,13,16,19,0
Brand manager,23,15,10,23,1
Brand manager,17,14,15,28,1
Brand manager,24,14,18,25,1
Brand manager,29,15,28,27,1
Brand manager,28,17,23,13,1
Brand manager,33,22,22,13,1
Brand manager,20,11,26,21,1
Brand manager,19,6,22,22,1
Brand manager,18,11,20,29,1
Brand manager,22,19,19,23,1
Brand manager,6,17,28,25,0
Brand manager,22,21,22,15,1
Brand manager,29,13,22,27,1
Brand manager,24,17,27,27,1
Brand manager,21,26,9,18,1
Brand manager,26,27,15,8,1
Brand manager,28,21,23,13,0
Brand manager,14,19,24,13,1
Brand manager,9,16,13,27,0
Brand manager,24,16,15,17,1
Brand manager,25,23,14,8,1
Brand manager,25,22,9,12,0
Brand manager,24,18,15,18,1
Brand manager,31,33,6,5,1
Brand manager,24,12,10,24,0
Brand manager,23,16,21,18,1
Brand manager,26,20,16,21,1
Brand manager,31,19,19,16,1
Brand manager,27,7,26,26,1
Brand manager,29,8,13,17,0
Brand manager,22,12,20,24,1
Brand manager,28,12,31,19,1
Brand manager,13,16,20,14,1
Brand manager,29,14,22,26,1
Brand manager,15,11,22,28,1
Brand manager,6,19,18,9,0
Brand manager,22,21,18,16,0
Brand manager,15,11,29,21,1
Brand manager,29,16,23,17,1
Brand manager,33,11,24,16,1
Brand manager,13,10,12,16,1
Brand manager,23,18,13,20,0
Brand manager,24,29,12,19,0
Accountant,30,7,28,31,1
Accountant,22,20,14,16,1
Accountant,24,4,22,31,1
Accountant,4,8,30,34,0
Accountant,10,6,24,25,1
Accountant,16,7,27,27,1
Accountant,19,7,24,28,1
Accountant,20,24,13,14,0
Accountant,17,11,26,32,1
Accountant,19,14,23,32,1
Accountant,24,9,21,28,1
Accountant,16,18,17,27,1
Accountant,23,12,17,19,1
Accountant,18,14,22,10,1
Accountant,29,9,20,26,0
Accountant,12,3,27,27,1
Accountant,26,4,19,31,1
Accountant,26,10,21,28,1
Accountant,13,14,14,24,0
Accountant,23,19,13,21,1
Accountant,25,10,25,25,1
Accountant,23,9,22,25,1
Accountant,12,13,18,14,1
Accountant,17,9,23,30,1
Accountant,25,11,31,30,1
Accountant,20,4,20,30,1
Accountant,23,15,29,27,1
Accountant,15,12,14,11,1
Accountant,13,14,20,19,0
Accountant,14,10,16,27,1
Accountant,25,12,21,28,1
Accountant,7,4,16,32,0
Accountant,15,8,19,27,1
Accountant,23,9,20,20,1
Accountant,17,6,23,21,1
Accountant,30,25,15,9,0
Accountant,20,12,17,27,1
Accountant,23,14,24,27,1
Accountant,25,15,14,20,0
Accountant,19,2,17,30,1
Accountant,17,23,7,13,0
Accountant,12,5,26,28,1
Accountant,22,14,25,15,0
Accountant,9,9,24,30,0
Accountant,6,23,1,11,0
Accountant,16,5,15,30,1
Accountant,15,9,18,25,0
Accountant,12,24,24,22,0
Accountant,26,14,18,21,1
Accountant,25,14,14,22,1
Accountant,14,12,21,22,1
Accountant,16,9,18,32,1
Accountant,25,12,21,20,0
Accountant,20,21,16,15,0
Accountant,13,4,21,24,1
Accountant,14,12,12,18,0
Accountant,8,7,21,14,0
Accountant,19,13,20,21,0
Accountant,30,7,20,21,1
Accountant,34,22,15,6,1
Accountant,19,20,18,20,1
Accountant,27,17,15,15,0
Accountant,25,12,9,15,1
Accountant,11,15,18,29,0
Accountant,22,13,28,23,1
Accountant,15,9,26,18,1
Accountant,12,16,14,21,0
Accountant,17,10,20,22,0
Accountant,22,9,26,23,1
Accountant,22,15,27,27,1
Accountant,24,8,22,22,1
Accountant,15,17,25,12,1
Accountant,14,9,22,24,0
Accountant,17,10,19,11,1
Accountant,17,13,18,20,0
Accountant,17,8,24,14,1
Accountant,20,12,26,25,1
Accountant,14,5,30,24,0
Accountant,23,11,15,21,0
Accountant,20,10,16,25,1
Accountant,15,5,20,32,1
Accountant,18,3,18,29,1
Accountant,23,9,21,28,1
Accountant,12,6,15,20,1
Accountant,16,12,16,25,0
Accountant,11,14,25,24,1
Accountant,14,20,14,14,0
Accountant,22,4,20,30,1
Accountant,14,12,19,21,1
Accountant,18,5,15,27,1
Accountant,14,30,31,11,0
Accountant,19,20,8,20,0
Accountant,26,16,11,25,1
Accountant,22,11,16,19,1
Accountant,18,7,21,20,1
Accountant,16,9,19,32,1
Accountant,21,15,17,23,0
Accountant,20,16,17,29,0
Accountant,19,15,10,28,1
